,index,Unnamed: 0,iso_code,region_group,income_group,country,survey,year,level,grade,category,sex,location,wealth,region,ethnicity,religion,language,disability,hh_edu_head,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,comp_prim_1524_m,comp_lowsec_1524_m,comp_upsec_2029_m,eduyears_2024_m,edu2_2024_m,edu4_2024_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,eduyears_2024_no,edu2_2024_no,edu4_2024_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,preschool_3_m,preschool_3_no,preschool_1ybefore_m,preschool_1ybefore_no,edu0_prim_m,edu0_prim_no,trans_prim_m,trans_prim_no,trans_lowsec_m,trans_lowsec_no,comp_higher_2yrs_2529_m,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_m,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_m,comp_higher_4yrs_3034_no,attend_higher_1822_m,attend_higher_1822_no,overage2plus_m,overage2plus_no,literacy_1524_m,literacy_1524_no,mlevel1_m,mlevel1_no,rlevel1_m,rlevel1_no,slevel1_m,slevel1_no,mlevel2_m,mlevel2_no,rlevel2_m,rlevel2_no,slevel2_m,slevel2_no,mlevel3_m,mlevel3_no,rlevel3_m,rlevel3_no,slevel3_m,slevel3_no,mlevel4_m,mlevel4_no,rlevel4_m,rlevel4_no,slevel4_m,slevel4_no
954,123571,123572,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Speaks Language At Home & Wealth,,Rural,Quintile 2,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236399993300438,101.0,0.101499997079372,48.0,,,0.0790000036358833,35.0,,,,,,,,,,,,,,,,
955,123572,123573,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Speaks Language At Home & Wealth,,Urban,Quintile 2,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.254700005054474,172.0,0.104900002479553,65.0,,,0.0844999998807907,52.0,,,,,,,,,,,,,,,,
956,123573,123574,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Speaks Language At Home & Wealth,,Rural,Quintile 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325899988412857,133.0,0.141200006008148,56.0,,,0.116300001740456,54.0,,,,,,,,,,,,,,,,
957,123574,123575,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Speaks Language At Home & Wealth,,Urban,Quintile 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.343300014734268,258.0,0.1824000030756,140.0,,,0.128199994564056,90.0,0.0533000007271767,37.0,,,0.0381999984383583,33.0,,,,,,,,,,
958,123575,123576,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Speaks Language At Home & Wealth,,Rural,Quintile 4,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.386700004339218,125.0,0.19930000603199,59.0,,,0.166600003838539,45.0,,,,,,,,,,,,,,,,
959,123576,123577,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Speaks Language At Home & Wealth,,Urban,Quintile 4,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.441100001335144,368.0,0.259099990129471,210.0,,,0.204600006341934,163.0,0.093699999153614,70.0,,,0.0557000003755093,41.0,,,,,,,,,,
960,123577,123578,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Speaks Language At Home & Wealth,,Rural,Quintile 5,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.618099987506866,139.0,0.431600004434586,95.0,,,0.350600004196167,72.0,0.215700000524521,45.0,,,,,,,,,,,,,,
961,123578,123579,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Speaks Language At Home & Wealth,,Urban,Quintile 5,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69539999961853,599.0,0.565599977970123,467.0,,,0.440299987792969,368.0,0.323300004005432,263.0,,,0.178399994969368,144.0,,,,,0.0423000007867813,42.0,,,,
962,123579,123580,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Speaks Language At Home & Wealth,,Urban,Quintile 5,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.820200026035309,79.0,0.786899983882904,74.0,,,0.644999980926514,62.0,0.605700016021729,60.0,,,0.377999991178513,39.0,,,,,,,,,,
963,123613,123614,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Sex & Speaks Language At Home,Female,Rural,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304800003767014,309.0,0.166999995708466,166.0,,,0.1233000010252,117.0,0.0522000007331371,52.0,,,0.033500000834465,30.0,,,,,,,,,,
964,123614,123615,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Sex & Speaks Language At Home,Female,Urban,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.440100014209747,794.0,0.310499995946884,538.0,,,0.214300006628036,357.0,0.143700003623962,237.0,,,0.0728000029921532,127.0,,,,,,,,,,
965,123615,123616,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Sex & Speaks Language At Home,Female,Urban,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.428200006484985,42.0,0.371100008487701,39.0,,,,,,,,,,,,,,,,,,,,
966,123616,123617,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Sex & Speaks Language At Home,Male,Rural,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244100004434586,236.0,0.106600001454353,100.0,,,0.100000001490116,97.0,0.0373000018298626,32.0,,,,,,,,,,,,,,
967,123617,123618,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Sex & Speaks Language At Home,Male,Urban,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.382499992847443,677.0,0.218899995088577,371.0,,,0.1942999958992,336.0,0.0961999967694283,153.0,,,0.0650999993085861,107.0,,,,,,,,,,
968,123618,123619,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,SEA-PLM,2019,end of primary,1,Location & Sex & Speaks Language At Home,Male,Urban,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.432200014591217,62.0,0.398000001907349,57.0,,,0.349999994039536,51.0,0.316700011491776,48.0,,,0.234099999070168,38.0,,,,,,,,,,
969,123664,123665,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.190699994564056,1128.0,,,0.126200005412102,753.0,0.0555000007152557,328.0,,,0.046000000089407,291.0,0.0089999996125698,48.0,,,0.0104000000283122,65.0,,,,,,
970,123750,123751,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.227899998426437,641.0,,,0.141200006008148,397.0,0.0663999989628792,190.0,,,0.0502000004053116,153.0,,,,,,,,,,,,
971,123751,123752,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156000003218651,487.0,,,0.112300001084805,356.0,0.0452999994158745,138.0,,,0.0421000011265278,138.0,,,,,0.0100999996066093,36.0,,,,,,
972,123838,123839,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226400002837181,970.0,,,0.155200004577637,673.0,0.0690999999642372,292.0,,,0.0595999993383884,270.0,0.0110999997705221,45.0,,,0.0140000004321337,62.0,,,,,,
973,123839,123840,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location,,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102899998426437,151.0,,,0.0546999983489513,73.0,0.0218000002205372,33.0,,,,,,,,,,,,,,,,
974,123924,123925,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Speaks Language At Home,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225099995732307,871.0,,,0.159199997782707,618.0,0.0722000002861023,275.0,,,0.061599999666214,251.0,0.0124000003561378,44.0,,,0.0147000001743436,58.0,,,,,,
975,123925,123926,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Speaks Language At Home,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136199995875359,254.0,,,0.070200003683567,132.0,0.0266999993473291,53.0,,,0.0186999998986721,40.0,,,,,,,,,,,,
976,124131,124132,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Wealth,,,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0716999992728233,62.0,,,,,,,,,,,,,,,,,,,,,,
977,124132,124133,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Wealth,,,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103399999439716,90.0,,,0.0487999990582466,40.0,,,,,,,,,,,,,,,,,,
978,124133,124134,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Wealth,,,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14640000462532,124.0,,,0.0738999992609024,73.0,0.0340999998152256,36.0,,,,,,,,,,,,,,,,
979,124134,124135,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Wealth,,,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259499996900558,243.0,,,0.166500002145767,150.0,0.0719000026583672,69.0,,,0.0513999983668327,47.0,,,,,,,,,,,,
980,124135,124136,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Wealth,,,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.495900005102158,434.0,,,0.412600010633469,347.0,0.194399997591972,158.0,,,0.198899999260902,177.0,,,,,0.0533000007271767,45.0,,,,,,
981,124310,124311,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Sex,Female,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263799995183945,546.0,,,0.169799998402596,356.0,0.0803999975323677,169.0,,,0.0631000027060509,143.0,,,,,,,,,,,,
982,124311,124312,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Sex,Female,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139200001955032,91.0,,,0.0694999992847443,38.0,,,,,,,,,,,,,,,,,,
983,124312,124313,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Sex,Male,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191300004720688,424.0,,,0.141499996185303,317.0,0.0584999993443489,123.0,,,0.0562000013887882,127.0,,,,,0.0136000001803041,34.0,,,,,,
984,124313,124314,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Sex,Male,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703999996185303,60.0,,,0.0414999984204769,35.0,,,,,,,,,,,,,,,,,,
985,124463,124464,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex & Speaks Language At Home,Female,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271100014448166,526.0,,,0.177799999713898,343.0,0.0846000015735626,163.0,,,0.0656000003218651,133.0,,,,,,,,,,,,
986,124464,124465,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex & Speaks Language At Home,Female,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142599999904633,115.0,,,0.0658000037074089,54.0,,,,,,,,,,,,,,,,,,
987,124465,124466,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex & Speaks Language At Home,Male,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177599996328354,345.0,,,0.140000000596046,275.0,0.0593999996781349,112.0,,,0.0575000010430813,118.0,,,,,0.0141000002622604,31.0,,,,,,
988,124466,124467,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex & Speaks Language At Home,Male,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131099998950958,139.0,,,0.0737000033259392,78.0,,,,,,,,,,,,,,,,,,
989,124870,124871,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex & Wealth,Female,,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102399997413158,42.0,,,,,,,,,,,,,,,,,,,,,,
990,124871,124872,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex & Wealth,Female,,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126000002026558,45.0,,,,,,,,,,,,,,,,,,,,,,
991,124872,124873,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex & Wealth,Female,,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175300002098083,67.0,,,0.0741999968886375,32.0,,,,,,,,,,,,,,,,,,
992,124873,124874,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex & Wealth,Female,,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325899988412857,143.0,,,0.19879999756813,78.0,0.10419999808073,47.0,,,0.0762000009417534,32.0,,,,,,,,,,,,
993,124874,124875,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex & Wealth,Female,,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.541499972343445,242.0,,,0.436800003051758,187.0,0.210099995136261,82.0,,,0.204999998211861,92.0,,,,,,,,,,,,
994,124875,124876,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex & Wealth,Male,,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0833000019192696,45.0,,,,,,,,,,,,,,,,,,,,,,
995,124876,124877,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex & Wealth,Male,,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1233000010252,57.0,,,0.0736000016331673,41.0,,,,,,,,,,,,,,,,,,
996,124877,124878,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex & Wealth,Male,,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20160000026226,100.0,,,0.138400003314018,72.0,,,,,,,,,,,,,,,,,,
997,124878,124879,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Sex & Wealth,Male,,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.449200004339218,192.0,,,0.387800008058548,160.0,0.178299993276596,76.0,,,0.192699998617172,85.0,,,,,,,,,,,,
998,125083,125084,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Speaks Language At Home,,Urban,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264499992132187,754.0,,,0.192699998617172,551.0,0.0885000005364418,244.0,,,0.0781999975442886,231.0,0.0148000000044703,41.0,,,0.0193000007420778,55.0,,,,,,
999,125084,125085,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Speaks Language At Home,,Urban,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.164399996399879,215.0,,,0.0888999998569489,121.0,0.0342999994754791,48.0,,,0.0255999993532896,39.0,,,,,,,,,,,,
1000,125085,125086,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Speaks Language At Home,,Rural,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122000001370907,111.0,,,0.0712999999523163,60.0,,,,,,,,,,,,,,,,,,
1001,125086,125087,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Speaks Language At Home,,Rural,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0732999965548515,38.0,,,,,,,,,,,,,,,,,,,,,,
1002,125351,125352,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Wealth,,Urban,Quintile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0744000002741814,38.0,,,,,,,,,,,,,,,,,,,,,,
1003,125352,125353,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Wealth,,Urban,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126200005412102,72.0,,,0.062899999320507,35.0,,,,,,,,,,,,,,,,,,
1004,125353,125354,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Wealth,,Urban,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17620000243187,104.0,,,0.0930000022053719,64.0,0.0463000014424324,34.0,,,,,,,,,,,,,,,,
1005,125354,125355,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Wealth,,Urban,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274300009012222,208.0,,,0.178900003433228,130.0,0.0756999999284744,62.0,,,0.0577000007033348,43.0,,,,,,,,,,,,
1006,125355,125356,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Wealth,,Urban,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513300001621246,393.0,,,0.429199993610382,316.0,0.204199999570847,142.0,,,0.214300006628036,165.0,,,,,0.0595999993383884,44.0,,,,,,
1007,125356,125357,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Wealth,,Rural,Quintile 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204500004649162,32.0,,,,,,,,,,,,,,,,,,,,,,
1008,125357,125358,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Wealth,,Rural,Quintile 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.381599992513657,37.0,,,,,,,,,,,,,,,,,,,,,,
1009,125671,125672,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Speaks Language At Home & Wealth,,,Quintile 1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0785999968647957,44.0,,,,,,,,,,,,,,,,,,,,,,
1010,125672,125673,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Speaks Language At Home & Wealth,,,Quintile 2,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117600001394749,67.0,,,0.0601000003516674,31.0,,,,,,,,,,,,,,,,,,
1011,125673,125674,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Speaks Language At Home & Wealth,,,Quintile 3,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163900002837181,85.0,,,0.0865999981760979,53.0,,,,,,,,,,,,,,,,,,
1012,125674,125675,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Speaks Language At Home & Wealth,,,Quintile 4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289299994707108,177.0,,,0.199200004339218,121.0,0.0860999971628189,55.0,,,0.0667999982833862,42.0,,,,,,,,,,,,
1013,125675,125676,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Speaks Language At Home & Wealth,,,Quintile 5,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.533399999141693,366.0,,,0.457199990749359,298.0,0.216499999165535,137.0,,,0.224000006914139,155.0,,,,,0.0623999983072281,40.0,,,,,,
1014,125676,125677,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Speaks Language At Home & Wealth,,,Quintile 3,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129199996590614,39.0,,,,,,,,,,,,,,,,,,,,,,
1015,125677,125678,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Speaks Language At Home & Wealth,,,Quintile 4,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.201800003647804,65.0,,,,,,,,,,,,,,,,,,,,,,
1016,125678,125679,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Speaks Language At Home & Wealth,,,Quintile 5,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37270000576973,67.0,,,0.259299993515015,48.0,,,,,,,,,,,,,,,,,,
1017,125901,125902,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Sex & Speaks Language At Home,Female,Urban,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.308800011873245,458.0,,,0.208100005984306,308.0,0.0983999967575073,144.0,,,0.0790000036358833,123.0,,,,,,,,,,,,
1018,125902,125903,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Sex & Speaks Language At Home,Female,Urban,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165299996733665,88.0,,,0.0829000025987625,48.0,,,,,,,,,,,,,,,,,,
1019,125903,125904,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Sex & Speaks Language At Home,Female,Rural,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165099993348122,65.0,,,0.0922000035643578,32.0,,,,,,,,,,,,,,,,,,
1020,125904,125905,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Sex & Speaks Language At Home,Male,Urban,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216800004243851,296.0,,,0.176100000739098,243.0,0.0778999999165535,100.0,,,0.0773999989032745,108.0,,,,,,,,,,,,
1021,125905,125906,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Sex & Speaks Language At Home,Male,Urban,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163699999451637,127.0,,,0.0934000015258789,73.0,,,,,,,,,,,,,,,,,,
1022,125906,125907,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Sex & Speaks Language At Home,Male,Rural,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0822999998927116,46.0,,,,,,,,,,,,,,,,,,,,,,
1023,126383,126384,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Sex & Wealth,Female,Urban,Quintile 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138600006699562,34.0,,,,,,,,,,,,,,,,,,,,,,
1024,126384,126385,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,TIMSS,2019,end of primary,1,Location & Sex & Wealth,Female,Urban,Quintile 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219799995422363,59.0,,,,,,,,,,,,,,,,,,,,,,
